,Unnamed: 0,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,DISTANCE_M,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DALUREN,DAY_OF_WEEK,HOUR,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos,HOUR_sin,HOUR_cos,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
223644,8252525,2023-04-26,749,700.0,O,Gvc,V,,2023-04-26 13:33:00+00:00,2023-04-26 13:33:37+00:00,37.0,1,1836.0,0,0,ICM,7.0,1.0,2023-04-26 13:32:04+00:00,2190.0,2247.0,,-56.0,-93.0,True,2,13,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,2213.0,2270.0,-57.0,perfect
223671,8252826,2023-04-29,700650,700000.0,E,Lw,V,,2023-04-29 13:47:00+00:00,2023-04-29 13:47:02+00:00,2.0,1,700637.0,0,0,ICM,4.0,0.0,2023-04-29 13:46:08+00:00,2010.0,2018.0,,-52.0,-54.0,True,5,13,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684,2068.0,2076.0,-8.0,perfect
223673,8252836,2023-04-28,2277,2200.0,O,Vs,V,,2023-04-28 18:21:00+00:00,2023-04-28 18:20:56+00:00,-4.0,1,2246.0,0,0,VIRM,6.0,1.0,2023-04-28 18:20:06+00:00,2520.0,2472.0,,-54.0,-50.0,False,4,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,2584.0,2536.0,48.0,perfect
223693,8253051,2023-04-25,6481,6400.0,O,Tbu,V,,2023-04-25 22:33:00+00:00,2023-04-25 22:33:28+00:00,28.0,1,6480.0,0,0,FLIRT,4.0,0.0,2023-04-25 22:32:59+00:00,2100.0,2133.0,,-1.0,-29.0,True,1,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,2132.0,2165.0,-33.0,perfect
223705,8253180,2023-04-10,773,700.0,O,Ledn,V,,2023-04-10 19:47:00+00:00,2023-04-10 19:47:46+00:00,46.0,1,762.0,0,0,ICM,6.0,1.0,2023-04-10 19:46:11+00:00,2040.0,2132.0,,-49.0,-95.0,True,0,19,0.0,1.0,-0.9659258262890684,0.2588190451025203,2054.0,2146.0,-92.0,too early
223721,8253325,2023-04-11,750,700.0,E,Gn,V,,2023-04-11 13:48:00+00:00,2023-04-11 13:48:18+00:00,18.0,1,737.0,0,0,DDZ,6.0,1.0,2023-04-11 13:47:04+00:00,2160.0,2174.0,,-56.0,-74.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2202.0,2216.0,-14.0,perfect
223743,8253561,2023-04-12,650,600.0,E,Lw,V,,2023-04-12 13:47:00+00:00,2023-04-12 13:47:52+00:00,52.0,1,637.0,0,0,ICM,8.0,1.0,2023-04-12 13:46:09+00:00,2040.0,2069.0,,-51.0,-103.0,True,2,13,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,2048.0,2077.0,-29.0,perfect
223747,8253618,2023-04-01,700576,700000.0,E,Gn,V,,2023-04-01 20:18:00+00:00,2023-04-01 20:18:22+00:00,22.0,1,700563.0,0,0,DDZ,4.0,1.0,2023-04-01 20:17:46+00:00,2160.0,2151.0,,-14.0,-36.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2198.0,2189.0,9.0,perfect
223773,8253885,2023-04-05,8192,8100.0,E,Gn,V,,2023-04-06 00:03:00+00:00,2023-04-06 00:03:10+00:00,10.0,1,8177.0,0,0,SNG,3.0,1.0,2023-04-06 00:02:12+00:00,2160.0,2061.0,,-48.0,-58.0,True,3,0,0.4338837391175582,-0.900968867902419,0.0,1.0,2210.0,2111.0,99.0,too late
223785,8253986,2023-04-17,1828,1800.0,E,Lw,V,,2023-04-17 08:17:00+00:00,2023-04-17 08:17:08+00:00,8.0,1,1815.0,1,0,ICM,6.0,1.0,2023-04-17 08:16:10+00:00,2040.0,2107.0,,-50.0,-58.0,False,0,8,0.0,1.0,0.8660254037844387,-0.4999999999999998,2092.0,2159.0,-67.0,too early
223809,8254218,2023-04-30,701860,700000.0,E,Lw,V,,2023-04-30 16:17:00+00:00,2023-04-30 16:17:18+00:00,18.0,1,701847.0,0,0,ICM,4.0,1.0,2023-04-30 16:16:08+00:00,2010.0,2121.0,,-52.0,-70.0,True,6,16,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,2052.0,2163.0,-111.0,too early
223823,8254433,2023-04-02,3047,3000.0,O,Hdr,V,,2023-04-02 12:04:00+00:00,2023-04-02 12:04:21+00:00,21.0,1,3026.0,0,0,VIRM,6.0,0.0,2023-04-02 12:03:07+00:00,2280.0,2277.0,,-53.0,-74.0,True,6,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2319.0,2316.0,3.0,perfect
223824,8254434,2023-04-20,6481,6400.0,O,Tbu,V,,2023-04-20 22:33:00+00:00,2023-04-20 22:32:36+00:00,-24.0,1,6480.0,0,0,FLIRT,3.0,0.0,2023-04-20 22:32:18+00:00,2100.0,2122.0,,-42.0,-18.0,True,3,22,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,2184.0,2206.0,-22.0,perfect
223838,8254653,2023-04-26,1823,1800.0,O,Gvc,V,,2023-04-26 07:03:00+00:00,2023-04-26 07:04:04+00:00,64.0,1,710.0,1,0,ICM,7.0,0.0,2023-04-26 07:02:10+00:00,2190.0,2283.0,,-50.0,-114.0,False,2,7,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206,2186.0,2279.0,-93.0,too early
223841,8254675,2023-04-29,588,500.0,E,Ut,V,,2023-04-30 01:18:00+00:00,2023-04-30 01:18:12+00:00,12.0,1,686.0,0,0,ICM,3.0,1.0,2023-04-30 01:17:04+00:00,2220.0,2109.0,,-56.0,-68.0,True,6,1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684,2268.0,2157.0,111.0,too late
223867,8254937,2023-04-18,8178,8100.0,E,Gn,V,,2023-04-18 20:33:00+00:00,2023-04-18 20:33:21+00:00,21.0,1,8163.0,0,0,SNG,3.0,0.0,2023-04-18 20:32:12+00:00,2160.0,2171.0,,-48.0,-69.0,True,1,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,2199.0,2210.0,-11.0,perfect
223879,8255050,2023-04-27,5573,5500.0,O,Ut,V,,2023-04-27 20:07:00+00:00,2023-04-27 20:06:59+00:00,-1.0,1,5564.0,0,0,SLT,6.0,1.0,2023-04-27 20:06:08+00:00,2520.0,2452.0,,-52.0,-51.0,True,3,20,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,2581.0,2513.0,68.0,too late
223893,8255209,2023-04-01,5541,5500.0,O,Ut,V,,2023-04-01 12:07:00+00:00,2023-04-01 12:06:49+00:00,-11.0,1,5532.0,0,0,SLT,6.0,1.0,2023-04-01 12:06:07+00:00,2520.0,2487.0,,-53.0,-42.0,True,5,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,2591.0,2558.0,33.0,perfect
223930,8255579,2023-04-13,658,600.0,E,Lw,V,,2023-04-13 15:47:00+00:00,2023-04-13 15:47:13+00:00,13.0,1,645.0,0,0,ICM,6.0,1.0,2023-04-13 15:46:09+00:00,2040.0,2036.0,,-51.0,-64.0,True,3,15,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,2087.0,2083.0,4.0,perfect
223937,8255655,2023-04-06,746,700.0,E,Gn,V,,2023-04-06 12:48:00+00:00,2023-04-06 12:48:37+00:00,37.0,1,733.0,0,0,ICM,6.0,1.0,2023-04-06 12:47:03+00:00,2160.0,2138.0,,-57.0,-94.0,True,3,12,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,2183.0,2161.0,22.0,perfect
223940,8255733,2023-04-18,572,500.0,E,Gn,V,,2023-04-18 19:18:00+00:00,2023-04-18 19:17:55+00:00,-5.0,1,559.0,0,0,ICM,7.0,1.0,2023-04-18 19:17:11+00:00,2160.0,2097.0,,-49.0,-44.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2225.0,2162.0,63.0,too late
223949,8255829,2023-04-15,8158,8100.0,E,Gn,V,,2023-04-15 15:33:00+00:00,2023-04-15 15:32:57+00:00,-3.0,1,8143.0,0,0,SNG,3.0,1.0,2023-04-15 15:32:12+00:00,2160.0,2169.0,,-48.0,-45.0,True,5,15,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,2223.0,2232.0,-9.0,perfect
223975,8256026,2023-04-25,1871,1800.0,O,Gvc,V,,2023-04-25 19:03:00+00:00,2023-04-25 19:04:01+00:00,61.0,1,758.0,0,0,DDZ,8.0,1.0,2023-04-25 19:02:09+00:00,2190.0,2209.0,,-51.0,-112.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2189.0,2208.0,-19.0,perfect
223987,8256108,2023-04-18,3083,3000.0,O,Hdr,V,,2023-04-18 21:04:00+00:00,2023-04-18 21:04:57+00:00,57.0,1,3062.0,0,0,VIRM,4.0,0.0,2023-04-18 21:03:07+00:00,2280.0,2354.0,,-53.0,-110.0,True,1,21,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,2283.0,2357.0,-74.0,too early
223999,8256212,2023-04-09,3049,3000.0,O,Hdr,V,,2023-04-09 12:34:00+00:00,2023-04-09 12:34:32+00:00,32.0,1,3028.0,0,0,VIRM,4.0,0.0,2023-04-09 12:33:07+00:00,2280.0,2320.0,,-53.0,-85.0,True,6,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2308.0,2348.0,-40.0,perfect
224015,8256384,2023-04-19,3073,3000.0,O,Hdr,V,,2023-04-19 18:34:00+00:00,2023-04-19 18:33:48+00:00,-12.0,1,3052.0,0,1,VIRM,4.0,1.0,2023-04-19 18:33:08+00:00,2280.0,2119.0,,-52.0,-40.0,True,2,18,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,2352.0,2191.0,161.0,too late
224023,8256471,2023-04-13,548,500.0,E,Gn,V,,2023-04-13 13:18:00+00:00,2023-04-13 13:18:29+00:00,29.0,1,535.0,0,0,DDZ,6.0,1.0,2023-04-13 13:17:50+00:00,2160.0,2153.0,,-10.0,-39.0,True,3,13,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684,2191.0,2184.0,7.0,perfect
224030,8256552,2023-04-30,1827,1800.0,O,Gvc,V,,2023-04-30 08:03:00+00:00,2023-04-30 08:03:00+00:00,0.0,1,714.0,0,0,DDZ,6.0,1.0,2023-04-30 08:02:09+00:00,2190.0,2136.0,,-51.0,-51.0,True,6,8,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,2250.0,2196.0,54.0,perfect
224071,8256984,2023-04-22,1884,1800.0,E,Lw,V,,2023-04-22 22:17:00+00:00,2023-04-22 22:17:30+00:00,30.0,1,1871.0,0,0,DDZ,6.0,1.0,2023-04-22 22:16:11+00:00,2040.0,2070.0,,-49.0,-79.0,True,5,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,2070.0,2100.0,-30.0,perfect
224088,8257210,2023-04-30,1883,1800.0,O,Gvc,V,,2023-04-30 22:03:00+00:00,2023-04-30 22:03:05+00:00,5.0,1,770.0,0,1,ICM,3.0,0.0,2023-04-30 22:02:10+00:00,2190.0,2061.0,,-50.0,-55.0,True,6,22,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,2245.0,2116.0,129.0,too late
224103,8257327,2023-04-24,6485,6400.0,O,Tbu,V,,2023-04-24 23:33:00+00:00,2023-04-24 23:32:47+00:00,-13.0,1,6484.0,0,0,FLIRT,6.0,0.0,2023-04-24 23:32:26+00:00,2100.0,2047.0,,-34.0,-21.0,True,0,23,0.0,1.0,-0.2588190451025215,0.965925826289068,2173.0,2120.0,53.0,perfect
224126,8257507,2023-04-13,638,600.0,E,Lw,V,,2023-04-13 10:47:00+00:00,2023-04-13 10:47:29+00:00,29.0,1,625.0,0,0,ICM,6.0,0.0,2023-04-13 10:46:08+00:00,2040.0,2093.0,,-52.0,-81.0,True,3,10,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,2071.0,2124.0,-53.0,perfect
224131,8257530,2023-04-05,8184,8100.0,E,Gn,V,,2023-04-05 22:03:00+00:00,2023-04-05 22:02:55+00:00,-5.0,1,8169.0,0,0,SNG,3.0,1.0,2023-04-05 22:02:10+00:00,2160.0,2158.0,,-50.0,-45.0,True,2,22,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,2225.0,2223.0,2.0,perfect
224146,8257745,2023-04-06,2423,2400.0,O,Gv,V,,2023-04-06 06:49:00+00:00,2023-04-06 06:49:28+00:00,28.0,1,2410.0,0,0,DDZ,6.0,1.0,2023-04-06 06:48:09+00:00,2280.0,2285.0,,-51.0,-79.0,False,3,6,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,2312.0,2317.0,-5.0,perfect
224149,8257766,2023-04-19,654,600.0,E,Lw,V,,2023-04-19 14:47:00+00:00,2023-04-19 14:47:15+00:00,15.0,1,641.0,0,0,DDZ,4.0,0.0,2023-04-19 14:46:08+00:00,2040.0,2101.0,,-52.0,-67.0,True,2,14,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,2085.0,2146.0,-61.0,too early
224153,8257788,2023-04-30,700670,700000.0,E,Lw,V,,2023-04-30 18:47:00+00:00,2023-04-30 18:47:35+00:00,35.0,1,700657.0,0,0,ICM,3.0,1.0,2023-04-30 18:46:08+00:00,2010.0,2107.0,,-52.0,-87.0,True,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,2035.0,2132.0,-97.0,too early
224171,8258021,2023-04-05,761,700.0,O,Ledn,V,,2023-04-05 16:48:00+00:00,2023-04-05 16:48:24+00:00,24.0,1,750.0,0,0,ICM,7.0,0.0,2023-04-05 16:47:56+00:00,2100.0,2147.0,,-4.0,-28.0,False,2,16,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,2136.0,2183.0,-47.0,perfect
224196,8258302,2023-04-04,1852,1800.0,E,Lw,V,,2023-04-04 14:17:00+00:00,2023-04-04 14:16:59+00:00,-1.0,1,1839.0,0,0,VIRM,4.0,1.0,2023-04-04 14:16:09+00:00,2040.0,2014.0,,-51.0,-50.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2101.0,2075.0,26.0,perfect
224282,8259210,2023-04-28,1844,1800.0,E,Lw,V,,2023-04-28 12:17:00+00:00,2023-04-28 12:17:24+00:00,24.0,1,1831.0,0,0,ICM,7.0,1.0,2023-04-28 12:16:09+00:00,2040.0,2104.0,,-51.0,-75.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2076.0,2140.0,-64.0,too early
224295,8259362,2023-04-16,670,600.0,E,Lw,V,,2023-04-16 18:47:00+00:00,2023-04-16 18:47:33+00:00,33.0,1,657.0,0,0,ICM,6.0,0.0,2023-04-16 18:46:09+00:00,2040.0,2016.0,,-51.0,-84.0,True,6,18,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,2067.0,2043.0,24.0,perfect
224301,8259391,2023-04-16,544,500.0,E,Gn,V,,2023-04-16 12:18:00+00:00,2023-04-16 12:17:56+00:00,-4.0,1,531.0,0,0,ICM,6.0,0.0,2023-04-16 12:17:12+00:00,2160.0,2180.0,,-48.0,-44.0,True,6,12,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2224.0,2244.0,-20.0,perfect
224310,8259465,2023-04-18,778,700.0,E,Gn,V,,2023-04-18 20:48:00+00:00,2023-04-18 20:48:24+00:00,24.0,1,765.0,0,1,ICM,3.0,1.0,2023-04-18 20:47:04+00:00,2160.0,2136.0,,-56.0,-80.0,True,1,20,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,2196.0,2172.0,24.0,perfect
224319,8259557,2023-04-30,700738,700000.0,E,Gn,V,,2023-04-30 10:48:00+00:00,2023-04-30 10:48:44+00:00,44.0,1,700725.0,0,0,SNG,6.0,0.0,2023-04-30 10:47:03+00:00,2160.0,2220.0,,-57.0,-101.0,True,6,10,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,2176.0,2236.0,-60.0,too early
224342,8259905,2023-04-21,8146,8100.0,E,Gn,V,,2023-04-21 12:33:00+00:00,2023-04-21 12:33:13+00:00,13.0,1,8131.0,0,0,SNG,7.0,1.0,2023-04-21 12:32:12+00:00,2160.0,2179.0,,-48.0,-61.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2207.0,2226.0,-19.0,perfect
224354,8260016,2023-04-10,548,500.0,E,Gn,V,,2023-04-10 13:18:00+00:00,2023-04-10 13:17:44+00:00,-16.0,1,535.0,0,0,ICM,6.0,0.0,2023-04-10 13:17:11+00:00,2160.0,2171.0,,-49.0,-33.0,True,0,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684,2236.0,2247.0,-11.0,perfect
224425,8260655,2023-04-28,544,500.0,E,Gn,V,,2023-04-28 12:18:00+00:00,2023-04-28 12:17:56+00:00,-4.0,1,531.0,0,0,ICM,7.0,1.0,2023-04-28 12:17:12+00:00,2160.0,2127.0,,-48.0,-44.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2224.0,2191.0,33.0,perfect
224432,8260730,2023-04-02,3051,3000.0,O,Hdr,V,,2023-04-02 13:04:00+00:00,2023-04-02 13:03:55+00:00,-5.0,1,3030.0,0,0,VIRM,6.0,0.0,2023-04-02 13:03:07+00:00,2280.0,2222.0,,-53.0,-48.0,True,6,13,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684,2345.0,2287.0,58.0,perfect
224439,8260791,2023-04-28,576,500.0,E,Gn,V,,2023-04-28 20:18:00+00:00,2023-04-28 20:18:18+00:00,18.0,1,563.0,0,0,DDZ,4.0,1.0,2023-04-28 20:17:11+00:00,2160.0,2175.0,,-49.0,-67.0,True,4,20,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2202.0,2217.0,-15.0,perfect
224503,8261435,2023-04-17,584,500.0,E,Gn,V,,2023-04-17 22:18:00+00:00,2023-04-17 22:18:12+00:00,12.0,1,571.0,0,0,ICM,3.0,1.0,2023-04-17 22:17:12+00:00,2160.0,2113.0,,-48.0,-60.0,True,0,22,0.0,1.0,-0.5000000000000004,0.8660254037844384,2208.0,2161.0,47.0,perfect
224532,8261762,2023-04-07,3049,3000.0,O,Hdr,V,,2023-04-07 12:34:00+00:00,2023-04-07 12:34:11+00:00,11.0,1,3028.0,0,0,VIRM,4.0,0.0,2023-04-07 12:33:08+00:00,2280.0,2202.0,,-52.0,-63.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2329.0,2251.0,78.0,too late
224542,8261911,2023-04-03,8152,8100.0,E,Gn,V,,2023-04-03 14:03:00+00:00,2023-04-03 14:02:53+00:00,-7.0,1,8137.0,0,0,SNG,7.0,1.0,2023-04-03 14:02:08+00:00,2160.0,2154.0,,-52.0,-45.0,True,0,14,0.0,1.0,-0.4999999999999997,-0.8660254037844388,2227.0,2221.0,6.0,perfect
224573,8262256,2023-04-19,3075,3000.0,O,Hdr,V,,2023-04-19 19:04:00+00:00,2023-04-19 19:04:03+00:00,3.0,1,3054.0,0,0,VIRM,6.0,1.0,2023-04-19 19:03:08+00:00,2280.0,2123.0,,-52.0,-55.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,2337.0,2180.0,157.0,too late
224586,8262433,2023-04-08,6481,6400.0,O,Tbu,V,,2023-04-08 22:33:00+00:00,2023-04-08 22:32:54+00:00,-6.0,1,6480.0,0,0,FLIRT,6.0,0.0,2023-04-08 22:32:28+00:00,2100.0,2083.0,,-32.0,-26.0,True,5,22,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,2166.0,2149.0,17.0,perfect
224642,8263114,2023-04-16,774,700.0,E,Gn,V,,2023-04-16 19:48:00+00:00,2023-04-16 19:48:13+00:00,13.0,1,761.0,0,0,DDZ,6.0,0.0,2023-04-16 19:47:04+00:00,2160.0,2070.0,,-56.0,-69.0,True,6,19,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,2207.0,2117.0,90.0,too late
224660,8263277,2023-04-18,1856,1800.0,E,Lw,V,,2023-04-18 15:17:00+00:00,2023-04-18 15:17:12+00:00,12.0,1,1843.0,0,0,ICM,7.0,0.0,2023-04-18 15:16:08+00:00,2040.0,2027.0,,-52.0,-64.0,True,1,15,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,2088.0,2075.0,13.0,perfect
224669,8263359,2023-04-18,662,600.0,E,Lw,V,,2023-04-18 16:47:00+00:00,2023-04-18 16:46:53+00:00,-7.0,1,649.0,0,0,ICM,7.0,0.0,2023-04-18 16:46:09+00:00,2040.0,2053.0,,-51.0,-44.0,False,1,16,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,2107.0,2120.0,-13.0,perfect
224688,8263606,2023-04-03,782,700.0,E,Gn,V,,2023-04-03 21:48:00+00:00,2023-04-03 21:47:49+00:00,-11.0,1,769.0,1,0,DDZ,8.0,1.0,2023-04-03 21:47:09+00:00,2160.0,2006.0,,-51.0,-40.0,True,0,21,0.0,1.0,-0.7071067811865477,0.7071067811865474,2231.0,2077.0,154.0,too late
224707,8263779,2023-04-08,1844,1800.0,E,Lw,V,,2023-04-08 12:17:00+00:00,2023-04-08 12:17:36+00:00,36.0,1,1831.0,0,0,DDZ,6.0,1.0,2023-04-08 12:16:09+00:00,2040.0,2071.0,,-51.0,-87.0,True,5,12,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,2064.0,2095.0,-31.0,perfect
224724,8263910,2023-04-11,1828,1800.0,E,Lw,V,,2023-04-11 08:17:00+00:00,2023-04-11 08:17:04+00:00,4.0,1,1815.0,0,0,ICM,7.0,1.0,2023-04-11 08:16:09+00:00,2040.0,2037.0,,-51.0,-55.0,False,1,8,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,2096.0,2093.0,3.0,perfect
224730,8263974,2023-04-25,8174,8100.0,E,Gn,V,,2023-04-25 19:33:00+00:00,2023-04-25 19:33:04+00:00,4.0,1,8159.0,0,1,SNG,3.0,1.0,2023-04-25 19:32:11+00:00,2160.0,2038.0,,-49.0,-53.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2216.0,2094.0,122.0,too late
224741,8264152,2023-04-29,3081,3000.0,O,Hdr,V,,2023-04-29 20:34:00+00:00,2023-04-29 20:34:03+00:00,3.0,1,3060.0,0,0,VIRM,4.0,1.0,2023-04-29 20:33:07+00:00,2280.0,2315.0,,-53.0,-56.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2337.0,2372.0,-35.0,perfect
224763,8264428,2023-04-14,8152,8100.0,E,Gn,V,,2023-04-14 14:03:00+00:00,2023-04-14 14:03:00+00:00,0.0,1,8137.0,0,0,SNG,6.0,1.0,2023-04-14 14:02:09+00:00,2160.0,2148.0,,-51.0,-51.0,True,4,14,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,2220.0,2208.0,12.0,perfect
224764,8264431,2023-04-05,3091,3000.0,O,Hdr,V,,2023-04-05 23:04:00+00:00,2023-04-05 23:03:54+00:00,-6.0,1,3070.0,0,0,VIRM,6.0,0.0,2023-04-05 23:03:08+00:00,2280.0,2284.0,,-52.0,-46.0,True,2,23,0.9749279121818236,-0.2225209339563143,-0.2588190451025215,0.965925826289068,2346.0,2350.0,-4.0,perfect
224770,8264479,2023-04-05,3043,3000.0,O,Hdr,V,,2023-04-05 11:04:00+00:00,2023-04-05 11:04:00+00:00,0.0,1,3022.0,0,0,VIRM,4.0,0.0,2023-04-05 11:03:07+00:00,2280.0,2310.0,,-53.0,-53.0,True,2,11,0.9749279121818236,-0.2225209339563143,0.258819045102521,-0.9659258262890682,2340.0,2370.0,-30.0,perfect
224778,8264538,2023-04-05,2975,2900.0,O,Ekz,V,,2023-04-05 19:09:00+00:00,2023-04-05 19:08:54+00:00,-6.0,1,4556.0,0,0,VIRM,4.0,1.0,2023-04-05 19:08:10+00:00,2130.0,2221.0,,-50.0,-44.0,True,2,19,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,2196.0,2287.0,-91.0,too early
224790,8264628,2023-04-03,2273,2200.0,O,Vs,V,,2023-04-03 17:21:00+00:00,2023-04-03 17:20:39+00:00,-21.0,1,2242.0,0,0,VIRM,6.0,1.0,2023-04-03 17:20:09+00:00,2520.0,2446.0,,-51.0,-30.0,False,0,17,0.0,1.0,-0.9659258262890684,-0.2588190451025206,2601.0,2527.0,74.0,too late
224802,8264755,2023-04-01,3079,3000.0,O,Hdr,V,,2023-04-01 20:04:00+00:00,2023-04-01 20:04:02+00:00,2.0,1,3058.0,0,0,VIRM,6.0,0.0,2023-04-01 20:03:07+00:00,2280.0,2315.0,,-53.0,-55.0,True,5,20,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,2338.0,2373.0,-35.0,perfect
224823,8321861,2023-04-21,568,500.0,E,Gn,V,,2023-04-21 18:18:00+00:00,2023-04-21 18:17:58+00:00,-2.0,1,555.0,0,0,ICM,7.0,1.0,2023-04-21 18:17:09+00:00,2160.0,2069.0,,-51.0,-49.0,False,4,18,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,2222.0,2131.0,91.0,too late
224834,8321992,2023-04-28,746,700.0,E,Gn,V,,2023-04-28 12:48:00+00:00,2023-04-28 12:48:09+00:00,9.0,1,733.0,0,1,ICM,7.0,0.0,2023-04-28 12:47:11+00:00,2160.0,2050.0,,-49.0,-58.0,True,4,12,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,2211.0,2101.0,110.0,too late
224836,8322025,2023-04-19,3081,3000.0,O,Hdr,V,,2023-04-19 20:34:00+00:00,2023-04-19 20:33:54+00:00,-6.0,1,3060.0,0,0,VIRM,6.0,0.0,2023-04-19 20:33:07+00:00,2280.0,2292.0,,-53.0,-47.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2346.0,2358.0,-12.0,perfect
224840,8322091,2023-04-24,730,700.0,E,Gn,V,,2023-04-24 08:48:00+00:00,2023-04-24 08:48:36+00:00,36.0,1,717.0,0,0,ICM,6.0,1.0,2023-04-24 08:47:09+00:00,2160.0,2145.0,,-51.0,-87.0,False,0,8,0.0,1.0,0.8660254037844387,-0.4999999999999998,2184.0,2169.0,15.0,perfect
