,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DAY_IN_WEEK,24-TIME,DALUREN,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
235466,2023-03-08,11634,11600.0,E,Amfs,V,2023-03-08 11:04:00+00:00,2023-03-08 11:04:04+00:00,4.0,1,11635,0,0,DDZ,4.0,0.0,2023-03-08 11:03:30+00:00,660.0,632.0,2023-03-08 11:04:04+00:00,-30.0,-34.0,2,2024-05-15 11:04:00,True,716.0,688.0,28.0,perfect
235486,2023-03-08,11638,11600.0,E,Amfs,V,2023-03-08 12:04:00+00:00,2023-03-08 12:03:59+00:00,-1.0,1,11639,0,0,ICM,7.0,0.0,2023-03-08 12:03:30+00:00,360.0,334.0,2023-03-08 12:03:59+00:00,-30.0,-29.0,2,2024-05-15 12:04:00,True,421.0,395.0,26.0,perfect
235526,2023-03-08,11646,11600.0,E,Amfs,V,2023-03-08 14:04:00+00:00,2023-03-08 14:04:12+00:00,12.0,1,11647,0,0,ICM,7.0,0.0,2023-03-08 14:03:30+00:00,660.0,553.0,2023-03-08 14:04:12+00:00,-30.0,-42.0,2,2024-05-15 14:04:00,True,708.0,601.0,107.0,too late
235542,2023-03-08,11647,11600.0,O,Hvs,V,2023-03-08 13:37:00+00:00,2023-03-08 13:36:56+00:00,-4.0,1,11642,0,0,ICM,7.0,0.0,2023-03-08 13:36:08+00:00,900.0,866.0,2023-03-08 13:36:56+00:00,-52.0,-48.0,2,2024-05-15 13:37:00,True,964.0,930.0,34.0,perfect
235546,2023-03-08,11650,11600.0,E,Amfs,V,2023-03-08 15:04:00+00:00,2023-03-08 15:04:17+00:00,17.0,1,11651,0,0,DDZ,4.0,0.0,2023-03-08 15:03:30+00:00,660.0,671.0,2023-03-08 15:04:17+00:00,-30.0,-47.0,2,2024-05-15 15:04:00,True,703.0,714.0,-11.0,perfect
235566,2023-03-08,11654,11600.0,E,Amfs,V,2023-03-08 16:04:00+00:00,2023-03-08 16:05:05+00:00,65.0,1,11655,0,0,DDZ,4.0,0.0,2023-03-08 16:03:30+00:00,660.0,550.0,2023-03-08 16:05:05+00:00,-30.0,-95.0,2,2024-05-15 16:04:00,False,655.0,545.0,110.0,too late
235586,2023-03-08,11658,11600.0,E,Amfs,V,2023-03-08 17:04:00+00:00,2023-03-08 17:04:18+00:00,18.0,1,11659,0,0,DDZ,6.0,0.0,2023-03-08 17:03:30+00:00,660.0,527.0,2023-03-08 17:04:18+00:00,-30.0,-48.0,2,2024-05-15 17:04:00,False,702.0,569.0,133.0,too late
235626,2023-03-08,11666,11600.0,E,Amfs,V,2023-03-08 19:04:00+00:00,2023-03-08 19:04:25+00:00,25.0,1,11667,0,0,DDZ,6.0,0.0,2023-03-08 19:03:39+00:00,660.0,512.0,2023-03-08 19:04:25+00:00,-21.0,-46.0,2,2024-05-15 19:04:00,True,695.0,547.0,148.0,too late
235646,2023-03-08,11670,11600.0,E,Amfs,V,2023-03-08 20:04:00+00:00,2023-03-08 20:04:12+00:00,12.0,1,11671,0,0,DDZ,6.0,0.0,2023-03-08 20:03:30+00:00,660.0,633.0,2023-03-08 20:04:12+00:00,-30.0,-42.0,2,2024-05-15 20:04:00,True,708.0,681.0,27.0,perfect
235666,2023-03-08,11674,11600.0,E,Amfs,V,2023-03-08 21:04:00+00:00,2023-03-08 21:04:10+00:00,10.0,1,11675,0,0,DDZ,4.0,0.0,2023-03-08 21:03:30+00:00,660.0,603.0,2023-03-08 21:04:10+00:00,-30.0,-40.0,2,2024-05-15 21:04:00,True,710.0,653.0,57.0,perfect
235686,2023-03-08,11678,11600.0,E,Amfs,V,2023-03-08 22:04:00+00:00,2023-03-08 22:04:08+00:00,8.0,1,11679,0,0,ICM,4.0,0.0,2023-03-08 22:03:30+00:00,660.0,652.0,2023-03-08 22:04:08+00:00,-30.0,-38.0,2,2024-05-15 22:04:00,True,712.0,704.0,8.0,perfect
235706,2023-03-08,11682,11600.0,E,Amfs,V,2023-03-08 23:04:00+00:00,2023-03-08 23:04:04+00:00,4.0,1,11683,0,0,DDZ,4.0,0.0,2023-03-08 23:03:39+00:00,360.0,339.0,2023-03-08 23:04:04+00:00,-21.0,-25.0,2,2024-05-15 23:04:00,True,416.0,395.0,21.0,perfect
235726,2023-03-08,11686,11600.0,E,Amfs,V,2023-03-09 00:04:00+00:00,2023-03-09 00:04:09+00:00,9.0,1,11687,0,0,DDZ,4.0,0.0,2023-03-09 00:03:39+00:00,360.0,355.0,2023-03-09 00:04:09+00:00,-21.0,-30.0,3,2024-05-15 00:04:00,True,411.0,406.0,5.0,perfect
235776,2023-03-08,11724,11700.0,E,Amf,V,2023-03-08 08:40:00+00:00,2023-03-08 08:40:57+00:00,57.0,1,11725,0,0,ICM,7.0,0.0,2023-03-08 08:39:22+00:00,1200.0,1115.0,2023-03-08 08:40:57+00:00,-38.0,-95.0,2,2024-05-15 08:40:00,False,1203.0,1118.0,85.0,too late
235782,2023-03-08,11725,11700.0,O,Gvc,V,2023-03-08 07:25:00+00:00,2023-03-08 07:25:30+00:00,30.0,1,1714,0,0,ICM,7.0,0.0,2023-03-08 07:24:09+00:00,1140.0,1150.0,2023-03-08 07:25:30+00:00,-51.0,-81.0,2,2024-05-15 07:25:00,False,1170.0,1180.0,-10.0,perfect
235790,2023-03-08,11728,11700.0,E,Amfs,V,2023-03-08 09:34:00+00:00,2023-03-08 09:35:40+00:00,100.0,1,11729,0,0,ICM,7.0,0.0,2023-03-08 09:33:37+00:00,480.0,587.0,2023-03-08 09:35:40+00:00,-23.0,-123.0,2,2024-05-15 09:34:00,True,440.0,547.0,-107.0,too early
235798,2023-03-08,11729,11700.0,O,Gvc,V,2023-03-08 08:25:00+00:00,2023-03-08 08:24:59+00:00,-1.0,1,1718,0,0,ICM,7.0,1.0,2023-03-08 08:24:09+00:00,1140.0,1200.0,2023-03-08 08:24:59+00:00,-51.0,-50.0,2,2024-05-15 08:25:00,False,1201.0,1261.0,-60.0,too early
235806,2023-03-08,11732,11700.0,E,Amfs,V,2023-03-08 10:34:00+00:00,2023-03-08 10:33:56+00:00,-4.0,1,11733,0,0,ICM,6.0,0.0,2023-03-08 10:33:37+00:00,480.0,500.0,2023-03-08 10:33:56+00:00,-23.0,-19.0,2,2024-05-15 10:34:00,True,544.0,564.0,-20.0,perfect
235814,2023-03-08,11733,11700.0,O,Gvc,V,2023-03-08 09:25:00+00:00,2023-03-08 09:25:12+00:00,12.0,1,1722,0,1,ICM,6.0,1.0,2023-03-08 09:24:09+00:00,990.0,1001.0,2023-03-08 09:25:12+00:00,-51.0,-63.0,2,2024-05-15 09:25:00,True,1038.0,1049.0,-11.0,perfect
235830,2023-03-08,11737,11700.0,O,Gvc,V,2023-03-08 10:25:00+00:00,2023-03-08 10:25:08+00:00,8.0,1,1726,0,0,ICM,7.0,1.0,2023-03-08 10:24:08+00:00,1140.0,1181.0,2023-03-08 10:25:08+00:00,-52.0,-60.0,2,2024-05-15 10:25:00,True,1192.0,1233.0,-41.0,perfect
235838,2023-03-08,11740,11700.0,E,Amfs,V,2023-03-08 12:34:00+00:00,2023-03-08 12:34:26+00:00,26.0,1,11741,0,0,DDZ,4.0,0.0,2023-03-08 12:33:38+00:00,480.0,536.0,2023-03-08 12:34:26+00:00,-22.0,-48.0,2,2024-05-15 12:34:00,True,514.0,570.0,-56.0,perfect
235846,2023-03-08,11741,11700.0,O,Gvc,V,2023-03-08 11:25:00+00:00,2023-03-08 11:25:15+00:00,15.0,1,1730,0,0,DDZ,4.0,1.0,2023-03-08 11:24:08+00:00,1140.0,1309.0,2023-03-08 11:25:15+00:00,-52.0,-67.0,2,2024-05-15 11:25:00,True,1185.0,1354.0,-169.0,too early
235854,2023-03-08,11744,11700.0,E,Amfs,V,2023-03-08 13:34:00+00:00,2023-03-08 13:34:19+00:00,19.0,1,11745,0,0,ICM,6.0,0.0,2023-03-08 13:33:39+00:00,480.0,519.0,2023-03-08 13:34:19+00:00,-21.0,-40.0,2,2024-05-15 13:34:00,True,521.0,560.0,-39.0,perfect
235862,2023-03-08,11745,11700.0,O,Gvc,V,2023-03-08 12:25:00+00:00,2023-03-08 12:25:22+00:00,22.0,1,1734,0,0,ICM,6.0,1.0,2023-03-08 12:24:03+00:00,1140.0,1217.0,2023-03-08 12:25:22+00:00,-57.0,-79.0,2,2024-05-15 12:25:00,True,1178.0,1255.0,-77.0,too early
235870,2023-03-08,11748,11700.0,E,Amfs,V,2023-03-08 14:34:00+00:00,2023-03-08 14:34:09+00:00,9.0,1,11749,0,0,ICM,6.0,0.0,2023-03-08 14:33:30+00:00,480.0,474.0,2023-03-08 14:34:09+00:00,-30.0,-39.0,2,2024-05-15 14:34:00,True,531.0,525.0,6.0,perfect
235878,2023-03-08,11749,11700.0,O,Gvc,V,2023-03-08 13:25:00+00:00,2023-03-08 13:25:16+00:00,16.0,1,1738,0,0,ICM,6.0,1.0,2023-03-08 13:24:04+00:00,1140.0,1259.0,2023-03-08 13:25:16+00:00,-56.0,-72.0,2,2024-05-15 13:25:00,True,1184.0,1303.0,-119.0,too early
235886,2023-03-08,11752,11700.0,E,Amfs,V,2023-03-08 15:34:00+00:00,2023-03-08 15:34:17+00:00,17.0,1,11753,0,0,DDZ,4.0,0.0,2023-03-08 15:33:38+00:00,480.0,398.0,2023-03-08 15:34:17+00:00,-22.0,-39.0,2,2024-05-15 15:34:00,True,523.0,441.0,82.0,too late
235894,2023-03-08,11753,11700.0,O,Gvc,V,2023-03-08 14:25:00+00:00,2023-03-08 14:25:26+00:00,26.0,1,1742,0,0,DDZ,4.0,1.0,2023-03-08 14:24:04+00:00,1140.0,1203.0,2023-03-08 14:25:26+00:00,-56.0,-82.0,2,2024-05-15 14:25:00,True,1174.0,1237.0,-63.0,too early
235902,2023-03-08,11756,11700.0,E,Amfs,V,2023-03-08 16:34:00+00:00,2023-03-08 16:34:04+00:00,4.0,1,11757,0,0,ICM,7.0,0.0,2023-03-08 16:33:39+00:00,480.0,501.0,2023-03-08 16:34:04+00:00,-21.0,-25.0,2,2024-05-15 16:34:00,False,536.0,557.0,-21.0,perfect
235910,2023-03-08,11757,11700.0,O,Gvc,V,2023-03-08 15:25:00+00:00,2023-03-08 15:25:27+00:00,27.0,1,1746,0,0,ICM,7.0,1.0,2023-03-08 15:24:08+00:00,1140.0,1214.0,2023-03-08 15:25:27+00:00,-52.0,-79.0,2,2024-05-15 15:25:00,True,1173.0,1247.0,-74.0,too early
235918,2023-03-08,11760,11700.0,E,Amfs,V,2023-03-08 17:34:00+00:00,2023-03-08 17:34:11+00:00,11.0,1,11761,0,0,ICM,7.0,0.0,2023-03-08 17:33:38+00:00,480.0,456.0,2023-03-08 17:34:11+00:00,-22.0,-33.0,2,2024-05-15 17:34:00,False,529.0,505.0,24.0,perfect
235926,2023-03-08,11761,11700.0,O,Gvc,V,2023-03-08 16:25:00+00:00,2023-03-08 16:25:44+00:00,44.0,1,1750,1,0,ICM,7.0,1.0,2023-03-08 16:24:09+00:00,1140.0,1259.0,2023-03-08 16:25:44+00:00,-51.0,-95.0,2,2024-05-15 16:25:00,False,1156.0,1275.0,-119.0,too early
235934,2023-03-08,11764,11700.0,E,Amfs,V,2023-03-08 18:34:00+00:00,2023-03-08 18:34:28+00:00,28.0,1,11765,0,0,ICM,10.0,1.0,2023-03-08 18:33:38+00:00,480.0,452.0,2023-03-08 18:34:28+00:00,-22.0,-50.0,2,2024-05-15 18:34:00,True,512.0,484.0,28.0,perfect
235942,2023-03-08,11765,11700.0,O,Gvc,V,2023-03-08 17:25:00+00:00,2023-03-08 17:25:09+00:00,9.0,1,1754,1,0,ICM,10.0,1.0,2023-03-08 17:24:09+00:00,990.0,1037.0,2023-03-08 17:25:09+00:00,-51.0,-60.0,2,2024-05-15 17:25:00,False,1041.0,1088.0,-47.0,perfect
235950,2023-03-08,11768,11700.0,E,Amfs,V,2023-03-08 19:34:00+00:00,2023-03-08 19:34:18+00:00,18.0,1,11769,0,0,ICM,7.0,0.0,2023-03-08 19:33:40+00:00,480.0,502.0,2023-03-08 19:34:18+00:00,-20.0,-38.0,2,2024-05-15 19:34:00,True,522.0,544.0,-22.0,perfect
235958,2023-03-08,11769,11700.0,O,Gvc,V,2023-03-08 18:25:00+00:00,2023-03-08 18:25:04+00:00,4.0,1,1758,0,0,ICM,7.0,0.0,2023-03-08 18:24:09+00:00,1140.0,1228.0,2023-03-08 18:25:04+00:00,-51.0,-55.0,2,2024-05-15 18:25:00,False,1196.0,1284.0,-88.0,too early
235966,2023-03-08,11772,11700.0,E,Amfs,V,2023-03-08 20:34:00+00:00,2023-03-08 20:34:14+00:00,14.0,1,11773,0,0,DDZ,4.0,0.0,2023-03-08 20:33:37+00:00,480.0,486.0,2023-03-08 20:34:14+00:00,-23.0,-37.0,2,2024-05-15 20:34:00,True,526.0,532.0,-6.0,perfect
235974,2023-03-08,11773,11700.0,O,Gvc,V,2023-03-08 19:25:00+00:00,2023-03-08 19:25:12+00:00,12.0,1,1762,0,0,DDZ,4.0,1.0,2023-03-08 19:24:09+00:00,990.0,1071.0,2023-03-08 19:25:12+00:00,-51.0,-63.0,2,2024-05-15 19:25:00,True,1038.0,1119.0,-81.0,too early
235982,2023-03-08,11776,11700.0,E,Amfs,V,2023-03-08 21:34:00+00:00,2023-03-08 21:34:16+00:00,16.0,1,11777,0,0,ICM,3.0,0.0,2023-03-08 21:33:37+00:00,480.0,512.0,2023-03-08 21:34:16+00:00,-23.0,-39.0,2,2024-05-15 21:34:00,True,524.0,556.0,-32.0,perfect
235998,2023-03-08,11780,11700.0,E,Amfs,V,2023-03-08 22:34:00+00:00,2023-03-08 22:34:12+00:00,12.0,1,11781,0,0,ICM,3.0,0.0,2023-03-08 22:33:38+00:00,480.0,498.0,2023-03-08 22:34:12+00:00,-22.0,-34.0,2,2024-05-15 22:34:00,True,528.0,546.0,-18.0,perfect
236006,2023-03-08,11781,11700.0,O,Gvc,V,2023-03-08 21:25:00+00:00,2023-03-08 21:25:00+00:00,0.0,1,11768,0,1,ICM,3.0,1.0,2023-03-08 21:24:04+00:00,2940.0,2892.0,2023-03-08 21:25:00+00:00,-56.0,-56.0,2,2024-05-15 21:25:00,True,3000.0,2952.0,48.0,perfect
236014,2023-03-08,11784,11700.0,E,Amfs,V,2023-03-08 23:34:00+00:00,2023-03-08 23:34:06+00:00,6.0,1,11785,0,0,DDZ,4.0,0.0,2023-03-08 23:33:38+00:00,480.0,468.0,2023-03-08 23:34:06+00:00,-22.0,-28.0,2,2024-05-15 23:34:00,True,534.0,522.0,12.0,perfect
236030,2023-03-08,11788,11700.0,E,Amfs,V,2023-03-09 00:34:00+00:00,2023-03-09 00:34:13+00:00,13.0,1,11789,0,0,ICM,3.0,0.0,2023-03-09 00:33:30+00:00,480.0,488.0,2023-03-09 00:34:13+00:00,-30.0,-43.0,3,2024-05-15 00:34:00,True,527.0,535.0,-8.0,perfect
236034,2023-03-08,11789,11700.0,O,Gvc,V,2023-03-08 23:25:00+00:00,2023-03-08 23:25:09+00:00,9.0,1,1778,0,0,ICM,3.0,0.0,2023-03-08 23:24:03+00:00,1140.0,1007.0,2023-03-08 23:25:09+00:00,-57.0,-66.0,2,2024-05-15 23:25:00,True,1191.0,1058.0,133.0,too late
236042,2023-03-08,12206,12200.0,E,Rsd,V,2023-03-08 06:36:00+00:00,2023-03-08 06:36:20+00:00,20.0,1,6125,0,0,SNG,7.0,1.0,2023-03-08 06:35:10+00:00,840.0,810.0,2023-03-08 06:36:20+00:00,-50.0,-70.0,2,2024-05-15 06:36:00,False,880.0,850.0,30.0,perfect
236106,2023-03-08,13578,13500.0,E,Vl,V,2023-03-08 20:33:00+00:00,2023-03-08 20:34:07+00:00,67.0,1,3567,0,0,VIRM,6.0,1.0,2023-03-08 20:32:08+00:00,300.0,279.0,2023-03-08 20:34:07+00:00,-52.0,-119.0,2,2024-05-15 20:33:00,True,293.0,272.0,21.0,perfect
236126,2023-03-08,13582,13500.0,E,Vl,V,2023-03-08 21:33:00+00:00,2023-03-08 21:32:57+00:00,-3.0,1,3571,0,0,VIRM,6.0,1.0,2023-03-08 21:32:09+00:00,300.0,217.0,2023-03-08 21:32:57+00:00,-51.0,-48.0,2,2024-05-15 21:33:00,True,363.0,280.0,83.0,too late
236136,2023-03-08,13584,13500.0,E,Vl,V,2023-03-08 22:03:00+00:00,2023-03-08 22:03:35+00:00,35.0,1,3762,0,0,VIRM,6.0,1.0,2023-03-08 22:02:09+00:00,300.0,302.0,2023-03-08 22:03:35+00:00,-51.0,-86.0,2,2024-05-15 22:03:00,True,325.0,327.0,-2.0,perfect
236330,2023-03-08,14970,14900.0,E,Ut,V,2023-03-08 19:54:00+00:00,2023-03-08 19:53:54+00:00,-6.0,1,4967,0,0,SNG,8.0,1.0,2023-03-08 19:53:07+00:00,1140.0,1111.0,2023-03-08 19:53:54+00:00,-53.0,-47.0,2,2024-05-15 19:54:00,True,1206.0,1177.0,29.0,perfect
236362,2023-03-08,14972,14900.0,E,Ut,V,2023-03-08 20:24:00+00:00,2023-03-08 20:24:18+00:00,18.0,1,4969,0,1,SNG,3.0,1.0,2023-03-08 20:23:53+00:00,1140.0,1049.0,2023-03-08 20:24:18+00:00,-7.0,-25.0,2,2024-05-15 20:24:00,True,1182.0,1091.0,91.0,too late
236378,2023-03-08,14973,14900.0,O,Alm,V,2023-03-08 20:21:00+00:00,2023-03-08 20:21:33+00:00,33.0,1,4968,0,0,SLT,8.0,1.0,2023-03-08 20:20:05+00:00,780.0,736.0,2023-03-08 20:21:33+00:00,-55.0,-88.0,2,2024-05-15 20:21:00,True,807.0,763.0,44.0,perfect
236402,2023-03-08,14975,14900.0,O,Hvs,V,2023-03-08 21:17:30+00:00,2023-03-08 21:17:35+00:00,5.0,1,14974,0,0,SNG,3.0,0.0,2023-03-08 21:16:04+00:00,330.0,207.0,2023-03-08 21:17:35+00:00,-86.0,-91.0,2,2024-05-15 21:17:00,True,385.0,262.0,123.0,too late
236410,2023-03-08,14976,14900.0,E,Ut,V,2023-03-08 21:24:00+00:00,2023-03-08 21:24:56+00:00,56.0,1,14973,0,0,SLT,8.0,1.0,2023-03-08 21:23:07+00:00,1080.0,1116.0,2023-03-08 21:24:56+00:00,-53.0,-109.0,2,2024-05-15 21:24:00,True,1084.0,1120.0,-36.0,perfect
236426,2023-03-08,14977,14900.0,O,Alm,V,2023-03-08 21:21:00+00:00,2023-03-08 21:21:09+00:00,9.0,1,14972,0,0,SNG,3.0,0.0,2023-03-08 21:19:17+00:00,780.0,757.0,2023-03-08 21:21:09+00:00,-103.0,-112.0,2,2024-05-15 21:21:00,True,831.0,808.0,23.0,perfect
236442,2023-03-08,14978,14900.0,E,Ut,V,2023-03-08 21:54:00+00:00,2023-03-08 21:54:10+00:00,10.0,1,14975,0,0,SNG,3.0,1.0,2023-03-08 21:53:07+00:00,1080.0,1136.0,2023-03-08 21:54:10+00:00,-53.0,-63.0,2,2024-05-15 21:54:00,True,1130.0,1186.0,-56.0,perfect
236450,2023-03-08,14979,14900.0,O,Hvs,V,2023-03-08 22:17:30+00:00,2023-03-08 22:17:20+00:00,-10.0,1,14978,0,0,SNG,3.0,0.0,2023-03-08 22:16:08+00:00,330.0,295.0,2023-03-08 22:17:20+00:00,-82.0,-72.0,2,2024-05-15 22:17:00,True,400.0,365.0,35.0,perfect
236458,2023-03-08,14980,14900.0,E,Ut,V,2023-03-08 22:24:00+00:00,2023-03-08 22:24:11+00:00,11.0,1,14977,0,0,SNG,3.0,1.0,2023-03-08 22:23:07+00:00,1080.0,1106.0,2023-03-08 22:24:11+00:00,-53.0,-64.0,2,2024-05-15 22:24:00,True,1129.0,1155.0,-26.0,perfect
236474,2023-03-08,14981,14900.0,O,Alm,V,2023-03-08 22:21:00+00:00,2023-03-08 22:21:02+00:00,2.0,1,14976,0,0,SLT,8.0,0.0,2023-03-08 22:20:05+00:00,780.0,646.0,2023-03-08 22:21:02+00:00,-55.0,-57.0,2,2024-05-15 22:21:00,True,838.0,704.0,134.0,too late
236490,2023-03-08,14982,14900.0,E,Ut,V,2023-03-08 22:54:00+00:00,2023-03-08 22:54:05+00:00,5.0,1,14979,0,0,SNG,3.0,0.0,2023-03-08 22:53:07+00:00,1080.0,1031.0,2023-03-08 22:54:05+00:00,-53.0,-58.0,2,2024-05-15 22:54:00,True,1135.0,1086.0,49.0,perfect
236498,2023-03-08,14983,14900.0,O,Hvs,V,2023-03-08 23:17:30+00:00,2023-03-08 23:17:34+00:00,4.0,1,14982,0,0,SNG,3.0,0.0,2023-03-08 23:16:08+00:00,330.0,303.0,2023-03-08 23:17:34+00:00,-82.0,-86.0,2,2024-05-15 23:17:00,True,386.0,359.0,27.0,perfect
236506,2023-03-08,14984,14900.0,E,Ut,V,2023-03-08 23:24:00+00:00,2023-03-08 23:23:44+00:00,-16.0,1,14981,0,0,SLT,8.0,1.0,2023-03-08 23:23:07+00:00,1080.0,1056.0,2023-03-08 23:23:44+00:00,-53.0,-37.0,2,2024-05-15 23:24:00,True,1156.0,1132.0,24.0,perfect
236522,2023-03-08,14985,14900.0,O,Alm,V,2023-03-08 23:21:00+00:00,2023-03-08 23:21:13+00:00,13.0,1,14980,0,0,SNG,3.0,0.0,2023-03-08 23:20:05+00:00,780.0,829.0,2023-03-08 23:21:13+00:00,-55.0,-68.0,2,2024-05-15 23:21:00,True,827.0,876.0,-49.0,perfect
236538,2023-03-08,14986,14900.0,E,Ut,V,2023-03-08 23:54:00+00:00,2023-03-08 23:53:43+00:00,-17.0,1,14983,0,0,SNG,3.0,1.0,2023-03-08 23:53:07+00:00,1080.0,1079.0,2023-03-08 23:53:43+00:00,-53.0,-36.0,2,2024-05-15 23:54:00,True,1157.0,1156.0,1.0,perfect
236570,2023-03-08,14989,14900.0,O,Hvs,V,2023-03-09 00:47:30+00:00,2023-03-09 00:47:33+00:00,3.0,1,14988,0,0,SNG,3.0,0.0,2023-03-09 00:46:09+00:00,330.0,266.0,2023-03-09 00:47:33+00:00,-81.0,-84.0,3,2024-05-15 00:47:00,True,387.0,323.0,64.0,too late
236632,2023-03-08,24409,24400.0,O,Asb,V,2023-03-08 02:39:00+00:00,2023-03-08 02:38:40+00:00,-20.0,1,24406,0,0,ICM,3.0,0.0,2023-03-08 02:38:06+00:00,960.0,945.0,2023-03-08 02:38:40+00:00,-54.0,-34.0,2,2024-05-15 02:39:00,True,1040.0,1025.0,15.0,perfect
236640,2023-03-08,24413,24400.0,O,Asb,V,2023-03-08 03:39:00+00:00,2023-03-08 03:38:49+00:00,-11.0,1,24410,0,0,ICM,3.0,0.0,2023-03-08 03:38:07+00:00,960.0,874.0,2023-03-08 03:38:49+00:00,-53.0,-42.0,2,2024-05-15 03:39:00,True,1031.0,945.0,86.0,too late
236648,2023-03-08,24417,24400.0,O,Asb,V,2023-03-08 04:39:00+00:00,2023-03-08 04:39:09+00:00,9.0,1,24414,0,0,ICM,3.0,0.0,2023-03-08 04:38:07+00:00,960.0,948.0,2023-03-08 04:39:09+00:00,-53.0,-62.0,2,2024-05-15 04:39:00,True,1011.0,999.0,12.0,perfect
236701,2023-03-08,28305,28300.0,O,Ut,V,2023-03-08 10:31:00+00:00,2023-03-08 10:30:51+00:00,-9.0,1,28302,0,0,SNG,3.0,1.0,2023-03-08 10:30:07+00:00,1050.0,1117.0,2023-03-08 10:30:51+00:00,-53.0,-44.0,2,2024-05-15 10:31:00,True,1119.0,1186.0,-67.0,too early
236709,2023-03-08,28309,28300.0,O,Ut,V,2023-03-08 11:31:00+00:00,2023-03-08 11:31:02+00:00,2.0,1,28306,0,0,SNG,3.0,1.0,2023-03-08 11:30:08+00:00,1050.0,1130.0,2023-03-08 11:31:02+00:00,-52.0,-54.0,2,2024-05-15 11:31:00,True,1108.0,1188.0,-80.0,too early
236717,2023-03-08,28313,28300.0,O,Ut,V,2023-03-08 12:31:00+00:00,2023-03-08 12:30:56+00:00,-4.0,1,28310,0,0,SNG,3.0,1.0,2023-03-08 12:30:07+00:00,1050.0,1204.0,2023-03-08 12:30:56+00:00,-53.0,-49.0,2,2024-05-15 12:31:00,True,1114.0,1268.0,-154.0,too early
236725,2023-03-08,28317,28300.0,O,Ut,V,2023-03-08 13:31:00+00:00,2023-03-08 13:31:35+00:00,35.0,1,28314,0,0,SNG,3.0,1.0,2023-03-08 13:30:08+00:00,1050.0,1151.0,2023-03-08 13:31:35+00:00,-52.0,-87.0,2,2024-05-15 13:31:00,True,1075.0,1176.0,-101.0,too early
236733,2023-03-08,28321,28300.0,O,Ut,V,2023-03-08 14:31:00+00:00,2023-03-08 14:30:44+00:00,-16.0,1,28318,0,0,SNG,3.0,1.0,2023-03-08 14:30:07+00:00,1050.0,1108.0,2023-03-08 14:30:44+00:00,-53.0,-37.0,2,2024-05-15 14:31:00,True,1126.0,1184.0,-58.0,perfect
236741,2023-03-08,28325,28300.0,O,Ut,V,2023-03-08 15:31:00+00:00,2023-03-08 15:31:20+00:00,20.0,1,28322,0,0,SNG,3.0,1.0,2023-03-08 15:30:08+00:00,1050.0,1080.0,2023-03-08 15:31:20+00:00,-52.0,-72.0,2,2024-05-15 15:31:00,True,1090.0,1120.0,-30.0,perfect
236749,2023-03-08,28329,28300.0,O,Ut,V,2023-03-08 16:31:00+00:00,2023-03-08 16:31:09+00:00,9.0,1,28326,0,0,SNG,3.0,1.0,2023-03-08 16:30:08+00:00,1050.0,1057.0,2023-03-08 16:31:09+00:00,-52.0,-61.0,2,2024-05-15 16:31:00,False,1101.0,1108.0,-7.0,perfect
236815,2023-03-08,300863,300800.0,O,Std,V,2023-03-08 19:16:00+00:00,2023-03-08 19:17:25+00:00,85.0,1,2970,0,0,VIRM,4.0,0.0,2023-03-08 19:15:05+00:00,1800.0,1838.0,2023-03-08 19:17:25+00:00,-55.0,-140.0,2,2024-05-15 19:16:00,True,1775.0,1813.0,-38.0,perfect
236819,2023-03-08,300867,300800.0,O,Std,V,2023-03-08 20:16:00+00:00,2023-03-08 20:16:08+00:00,8.0,1,2974,0,0,VIRM,6.0,0.0,2023-03-08 20:15:08+00:00,1800.0,1705.0,2023-03-08 20:16:08+00:00,-52.0,-60.0,2,2024-05-15 20:16:00,True,1852.0,1757.0,95.0,too late
236821,2023-03-08,300869,300800.0,O,Std,V,2023-03-08 20:46:00+00:00,2023-03-08 20:46:20+00:00,20.0,1,2976,0,0,VIRM,4.0,0.0,2023-03-08 20:45:04+00:00,1800.0,1739.0,2023-03-08 20:46:20+00:00,-56.0,-76.0,2,2024-05-15 20:46:00,True,1840.0,1779.0,61.0,too late
236823,2023-03-08,300871,300800.0,O,Std,V,2023-03-08 21:16:00+00:00,2023-03-08 21:16:20+00:00,20.0,1,2978,0,0,VIRM,4.0,0.0,2023-03-08 21:15:08+00:00,1800.0,1828.0,2023-03-08 21:16:20+00:00,-52.0,-72.0,2,2024-05-15 21:16:00,True,1840.0,1868.0,-28.0,perfect
