,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DAY_IN_WEEK,24-TIME,DALUREN,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
495246,2023-03-12,4453,4400.0,O,Ht,V,2023-03-12 15:28:00+00:00,2023-03-12 15:27:59+00:00,-1.0,1,4448,0,0,FLIRT,7.0,1.0,2023-03-12 15:27:07+00:00,3300.0,3215.0,2023-03-12 15:27:59+00:00,-53.0,-52.0,6,2024-05-15 15:28:00,True,3361.0,3276.0,85.0,too late
495286,2023-03-12,4456,4400.0,E,Dn,V,2023-03-12 15:36:00+00:00,2023-03-12 15:36:00+00:00,0.0,1,4449,0,0,FLIRT,7.0,0.0,2023-03-12 15:35:25+00:00,540.0,588.0,2023-03-12 15:36:00+00:00,-35.0,-35.0,6,2024-05-15 15:36:00,True,600.0,648.0,-48.0,perfect
495306,2023-03-12,4457,4400.0,O,Ht,V,2023-03-12 16:28:00+00:00,2023-03-12 16:28:12+00:00,12.0,1,4452,0,0,FLIRT,7.0,1.0,2023-03-12 16:27:08+00:00,3300.0,3215.0,2023-03-12 16:28:12+00:00,-52.0,-64.0,6,2024-05-15 16:28:00,True,3348.0,3263.0,85.0,too late
495346,2023-03-12,4460,4400.0,E,Dn,V,2023-03-12 16:36:00+00:00,2023-03-12 16:35:55+00:00,-5.0,1,4453,0,0,FLIRT,7.0,0.0,2023-03-12 16:35:30+00:00,540.0,540.0,2023-03-12 16:35:55+00:00,-30.0,-25.0,6,2024-05-15 16:36:00,True,605.0,605.0,0.0,perfect
495426,2023-03-12,4465,4400.0,O,Ht,V,2023-03-12 18:28:00+00:00,2023-03-12 18:27:45+00:00,-15.0,1,4460,0,0,FLIRT,7.0,1.0,2023-03-12 18:27:07+00:00,3300.0,3259.0,2023-03-12 18:27:45+00:00,-53.0,-38.0,6,2024-05-15 18:28:00,True,3375.0,3334.0,41.0,perfect
495476,2023-03-12,4468,4400.0,E,Dn,V,2023-03-12 18:36:00+00:00,2023-03-12 18:35:48+00:00,-12.0,1,4461,0,0,FLIRT,7.0,0.0,2023-03-12 18:35:32+00:00,540.0,568.0,2023-03-12 18:35:48+00:00,-28.0,-16.0,6,2024-05-15 18:36:00,True,612.0,640.0,-28.0,perfect
495496,2023-03-12,4469,4400.0,O,Ht,V,2023-03-12 19:28:00+00:00,2023-03-12 19:27:52+00:00,-8.0,1,4464,0,0,FLIRT,7.0,1.0,2023-03-12 19:27:07+00:00,3300.0,3250.0,2023-03-12 19:27:52+00:00,-53.0,-45.0,6,2024-05-15 19:28:00,True,3368.0,3318.0,50.0,perfect
495596,2023-03-12,4476,4400.0,E,Dn,V,2023-03-12 20:36:00+00:00,2023-03-12 20:36:00+00:00,0.0,1,4469,0,0,FLIRT,4.0,0.0,2023-03-12 20:35:29+00:00,540.0,566.0,2023-03-12 20:36:00+00:00,-31.0,-31.0,6,2024-05-15 20:36:00,True,600.0,626.0,-26.0,perfect
495736,2023-03-12,4485,4400.0,O,Ht,V,2023-03-12 23:28:00+00:00,2023-03-12 23:27:53+00:00,-7.0,1,4480,0,0,FLIRT,3.0,1.0,2023-03-12 23:27:08+00:00,3360.0,3315.0,2023-03-12 23:27:53+00:00,-52.0,-45.0,6,2024-05-15 23:28:00,True,3427.0,3382.0,45.0,perfect
495766,2023-03-12,4487,4400.0,O,Ht,V,2023-03-12 23:58:00+00:00,2023-03-12 23:58:06+00:00,6.0,1,4484,0,0,FLIRT,3.0,0.0,2023-03-12 23:57:08+00:00,1560.0,1404.0,2023-03-12 23:58:06+00:00,-52.0,-58.0,6,2024-05-15 23:58:00,True,1614.0,1458.0,156.0,too late
496100,2023-03-12,4622,4600.0,E,Almo,V,2023-03-12 08:20:00+00:00,2023-03-12 08:20:18+00:00,18.0,1,4623,0,0,SNG,9.0,0.0,2023-03-12 08:17:00+00:00,588.0,499.0,2023-03-12 08:20:18+00:00,-180.0,-198.0,6,2024-05-15 08:20:00,True,630.0,541.0,89.0,too late
496203,2023-03-12,4624,4600.0,E,Almo,V,2023-03-12 08:50:00+00:00,2023-03-12 08:50:01+00:00,1.0,1,4625,0,0,SNG,9.0,0.0,2023-03-12 08:49:03+00:00,588.0,543.0,2023-03-12 08:50:01+00:00,-57.0,-58.0,6,2024-05-15 08:50:00,True,647.0,602.0,45.0,perfect
496248,2023-03-12,4625,4600.0,O,Gvc,V,2023-03-12 06:49:00+00:00,2023-03-12 06:49:52+00:00,52.0,1,4608,1,0,SNG,9.0,0.0,2023-03-12 06:48:09+00:00,360.0,306.0,2023-03-12 06:49:52+00:00,-51.0,-103.0,6,2024-05-15 06:49:00,True,368.0,314.0,54.0,perfect
496307,2023-03-12,4626,4600.0,E,Almo,V,2023-03-12 09:20:00+00:00,2023-03-12 09:20:03+00:00,3.0,1,4627,0,0,SNG,9.0,0.0,2023-03-12 09:19:03+00:00,588.0,618.0,2023-03-12 09:20:03+00:00,-57.0,-60.0,6,2024-05-15 09:20:00,True,645.0,675.0,-30.0,perfect
496352,2023-03-12,4627,4600.0,O,Gvc,V,2023-03-12 07:19:00+00:00,2023-03-12 07:19:06+00:00,6.0,1,4610,1,0,SNG,9.0,0.0,2023-03-12 07:18:09+00:00,480.0,313.0,2023-03-12 07:19:06+00:00,-51.0,-57.0,6,2024-05-15 07:19:00,True,534.0,367.0,167.0,too late
496411,2023-03-12,4628,4600.0,E,Almo,V,2023-03-12 09:50:00+00:00,2023-03-12 09:50:37+00:00,37.0,1,4629,0,0,SNG,9.0,0.0,2023-03-12 09:48:08+00:00,588.0,635.0,2023-03-12 09:50:37+00:00,-112.0,-149.0,6,2024-05-15 09:50:00,True,611.0,658.0,-47.0,perfect
496456,2023-03-12,4629,4600.0,O,Gvc,V,2023-03-12 07:49:00+00:00,2023-03-12 07:51:26+00:00,146.0,1,4612,1,0,SNG,9.0,1.0,2023-03-12 07:48:09+00:00,480.0,604.0,2023-03-12 07:51:26+00:00,-51.0,-197.0,6,2024-05-15 07:49:00,True,394.0,518.0,-124.0,too early
496516,2023-03-12,4630,4600.0,E,Almo,V,2023-03-12 10:20:00+00:00,2023-03-12 10:20:53+00:00,53.0,1,4631,0,0,SLT,10.0,0.0,2023-03-12 10:19:03+00:00,588.0,575.0,2023-03-12 10:20:53+00:00,-57.0,-110.0,6,2024-05-15 10:20:00,True,595.0,582.0,13.0,perfect
496560,2023-03-12,4631,4600.0,O,Gvc,V,2023-03-12 08:19:00+00:00,2023-03-12 08:19:06+00:00,6.0,1,4614,1,0,SLT,10.0,1.0,2023-03-12 08:18:09+00:00,480.0,458.0,2023-03-12 08:19:06+00:00,-51.0,-57.0,6,2024-05-15 08:19:00,True,534.0,512.0,22.0,perfect
496619,2023-03-12,4632,4600.0,E,Almo,V,2023-03-12 10:50:00+00:00,2023-03-12 10:50:17+00:00,17.0,1,4633,0,0,SLT,8.0,0.0,2023-03-12 10:49:04+00:00,588.0,595.0,2023-03-12 10:50:17+00:00,-56.0,-73.0,6,2024-05-15 10:50:00,True,631.0,638.0,-7.0,perfect
496664,2023-03-12,4633,4600.0,O,Gvc,V,2023-03-12 08:49:00+00:00,2023-03-12 08:49:06+00:00,6.0,1,4616,0,0,SLT,8.0,1.0,2023-03-12 08:48:10+00:00,480.0,488.0,2023-03-12 08:49:06+00:00,-50.0,-56.0,6,2024-05-15 08:49:00,True,534.0,542.0,-8.0,perfect
496723,2023-03-12,4634,4600.0,E,Almo,V,2023-03-12 11:20:00+00:00,2023-03-12 11:20:10+00:00,10.0,1,4635,0,0,SNG,9.0,0.0,2023-03-12 11:19:04+00:00,588.0,613.0,2023-03-12 11:20:10+00:00,-56.0,-66.0,6,2024-05-15 11:20:00,True,638.0,663.0,-25.0,perfect
496768,2023-03-12,4635,4600.0,O,Gvc,V,2023-03-12 09:19:00+00:00,2023-03-12 09:19:14+00:00,14.0,1,4618,0,0,SNG,9.0,1.0,2023-03-12 09:18:10+00:00,480.0,500.0,2023-03-12 09:19:14+00:00,-50.0,-64.0,6,2024-05-15 09:19:00,True,526.0,546.0,-20.0,perfect
496827,2023-03-12,4636,4600.0,E,Almo,V,2023-03-12 11:50:00+00:00,2023-03-12 11:50:03+00:00,3.0,1,4637,0,0,SNG,9.0,0.0,2023-03-12 11:45:14+00:00,588.0,595.0,2023-03-12 11:50:03+00:00,-286.0,-289.0,6,2024-05-15 11:50:00,True,645.0,652.0,-7.0,perfect
496931,2023-03-12,4638,4600.0,E,Almo,V,2023-03-12 12:20:00+00:00,2023-03-12 12:20:12+00:00,12.0,1,4639,0,0,SNG,9.0,0.0,2023-03-12 12:19:04+00:00,588.0,618.0,2023-03-12 12:20:12+00:00,-56.0,-68.0,6,2024-05-15 12:20:00,True,636.0,666.0,-30.0,perfect
496976,2023-03-12,4639,4600.0,O,Gvc,V,2023-03-12 10:19:00+00:00,2023-03-12 10:19:40+00:00,40.0,1,4622,0,0,SNG,9.0,1.0,2023-03-12 10:18:10+00:00,480.0,536.0,2023-03-12 10:19:40+00:00,-50.0,-90.0,6,2024-05-15 10:19:00,True,500.0,556.0,-56.0,perfect
497035,2023-03-12,4640,4600.0,E,Almo,V,2023-03-12 12:50:00+00:00,2023-03-12 12:49:54+00:00,-6.0,1,4641,0,0,SNG,9.0,0.0,2023-03-12 12:47:30+00:00,588.0,604.0,2023-03-12 12:49:54+00:00,-150.0,-144.0,6,2024-05-15 12:50:00,True,654.0,670.0,-16.0,perfect
497080,2023-03-12,4641,4600.0,O,Gvc,V,2023-03-12 10:49:00+00:00,2023-03-12 10:49:08+00:00,8.0,1,4624,0,0,SNG,9.0,0.0,2023-03-12 10:48:09+00:00,480.0,480.0,2023-03-12 10:49:08+00:00,-51.0,-59.0,6,2024-05-15 10:49:00,True,532.0,532.0,0.0,perfect
497139,2023-03-12,4642,4600.0,E,Almo,V,2023-03-12 13:20:00+00:00,2023-03-12 13:20:46+00:00,46.0,1,4643,0,0,SNG,9.0,0.0,2023-03-12 13:19:04+00:00,588.0,554.0,2023-03-12 13:20:46+00:00,-56.0,-102.0,6,2024-05-15 13:20:00,True,602.0,568.0,34.0,perfect
497184,2023-03-12,4643,4600.0,O,Gvc,V,2023-03-12 11:19:00+00:00,2023-03-12 11:19:08+00:00,8.0,1,4626,0,0,SNG,9.0,0.0,2023-03-12 11:18:09+00:00,480.0,491.0,2023-03-12 11:19:08+00:00,-51.0,-59.0,6,2024-05-15 11:19:00,True,532.0,543.0,-11.0,perfect
497244,2023-03-12,4644,4600.0,E,Almo,V,2023-03-12 13:50:00+00:00,2023-03-12 13:49:58+00:00,-2.0,1,4645,0,0,SNG,6.0,0.0,2023-03-12 13:49:03+00:00,588.0,578.0,2023-03-12 13:49:58+00:00,-57.0,-55.0,6,2024-05-15 13:50:00,True,650.0,640.0,10.0,perfect
497288,2023-03-12,4645,4600.0,O,Gvc,V,2023-03-12 11:49:00+00:00,2023-03-12 11:49:27+00:00,27.0,1,4628,0,1,SNG,6.0,0.0,2023-03-12 11:48:09+00:00,480.0,450.0,2023-03-12 11:49:27+00:00,-51.0,-78.0,6,2024-05-15 11:49:00,True,513.0,483.0,30.0,perfect
497348,2023-03-12,4646,4600.0,E,Almo,V,2023-03-12 14:20:00+00:00,2023-03-12 14:20:34+00:00,34.0,1,4647,0,0,SLT,10.0,0.0,2023-03-12 14:19:03+00:00,588.0,557.0,2023-03-12 14:20:34+00:00,-57.0,-91.0,6,2024-05-15 14:20:00,True,614.0,583.0,31.0,perfect
497392,2023-03-12,4647,4600.0,O,Gvc,V,2023-03-12 12:19:00+00:00,2023-03-12 12:19:21+00:00,21.0,1,4630,0,0,SLT,10.0,0.0,2023-03-12 12:18:10+00:00,480.0,521.0,2023-03-12 12:19:21+00:00,-50.0,-71.0,6,2024-05-15 12:19:00,True,519.0,560.0,-41.0,perfect
497452,2023-03-12,4648,4600.0,E,Almo,V,2023-03-12 14:50:00+00:00,2023-03-12 14:49:55+00:00,-5.0,1,4649,0,0,SLT,4.0,0.0,2023-03-12 14:49:03+00:00,588.0,512.0,2023-03-12 14:49:55+00:00,-57.0,-52.0,6,2024-05-15 14:50:00,True,653.0,577.0,76.0,too late
497555,2023-03-12,4650,4600.0,E,Almo,V,2023-03-12 15:20:00+00:00,2023-03-12 15:20:00+00:00,0.0,1,4651,0,0,SNG,9.0,1.0,2023-03-12 15:19:03+00:00,588.0,604.0,2023-03-12 15:20:00+00:00,-57.0,-57.0,6,2024-05-15 15:20:00,True,648.0,664.0,-16.0,perfect
497600,2023-03-12,4651,4600.0,O,Gvc,V,2023-03-12 13:19:00+00:00,2023-03-12 13:21:19+00:00,139.0,1,4634,1,0,SNG,9.0,1.0,2023-03-12 13:18:08+00:00,480.0,520.0,2023-03-12 13:21:19+00:00,-52.0,-191.0,6,2024-05-15 13:19:00,True,401.0,441.0,-40.0,perfect
497659,2023-03-12,4652,4600.0,E,Almo,V,2023-03-12 15:50:00+00:00,2023-03-12 15:50:43+00:00,43.0,1,4653,0,0,SNG,9.0,0.0,2023-03-12 15:49:03+00:00,588.0,557.0,2023-03-12 15:50:43+00:00,-57.0,-100.0,6,2024-05-15 15:50:00,True,605.0,574.0,31.0,perfect
497704,2023-03-12,4653,4600.0,O,Gvc,V,2023-03-12 13:49:00+00:00,2023-03-12 13:49:00+00:00,0.0,1,4636,0,0,SNG,9.0,1.0,2023-03-12 13:48:09+00:00,480.0,394.0,2023-03-12 13:49:00+00:00,-51.0,-51.0,6,2024-05-15 13:49:00,True,540.0,454.0,86.0,too late
497764,2023-03-12,4654,4600.0,E,Almo,V,2023-03-12 16:20:00+00:00,2023-03-12 16:20:48+00:00,48.0,1,4655,0,0,SNG,9.0,0.0,2023-03-12 16:19:03+00:00,588.0,627.0,2023-03-12 16:20:48+00:00,-57.0,-105.0,6,2024-05-15 16:20:00,True,600.0,639.0,-39.0,perfect
497808,2023-03-12,4655,4600.0,O,Gvc,V,2023-03-12 14:19:00+00:00,2023-03-12 14:19:07+00:00,7.0,1,4638,0,0,SNG,9.0,1.0,2023-03-12 14:18:09+00:00,480.0,353.0,2023-03-12 14:19:07+00:00,-51.0,-58.0,6,2024-05-15 14:19:00,True,533.0,406.0,127.0,too late
497868,2023-03-12,4656,4600.0,E,Almo,V,2023-03-12 16:50:00+00:00,2023-03-12 16:50:07+00:00,7.0,1,4657,0,0,SNG,9.0,0.0,2023-03-12 16:49:04+00:00,588.0,619.0,2023-03-12 16:50:07+00:00,-56.0,-63.0,6,2024-05-15 16:50:00,True,641.0,672.0,-31.0,perfect
497912,2023-03-12,4657,4600.0,O,Gvc,V,2023-03-12 14:49:00+00:00,2023-03-12 14:49:02+00:00,2.0,1,4640,0,0,SNG,9.0,1.0,2023-03-12 14:48:09+00:00,480.0,537.0,2023-03-12 14:49:02+00:00,-51.0,-53.0,6,2024-05-15 14:49:00,True,538.0,595.0,-57.0,perfect
497972,2023-03-12,4658,4600.0,E,Almo,V,2023-03-12 17:20:00+00:00,2023-03-12 17:19:52+00:00,-8.0,1,4659,0,0,SNG,9.0,0.0,2023-03-12 17:19:04+00:00,588.0,588.0,2023-03-12 17:19:52+00:00,-56.0,-48.0,6,2024-05-15 17:20:00,True,656.0,656.0,0.0,perfect
498076,2023-03-12,4660,4600.0,E,Almo,V,2023-03-12 17:50:00+00:00,2023-03-12 17:49:57+00:00,-3.0,1,4661,0,0,SNG,9.0,0.0,2023-03-12 17:49:04+00:00,588.0,596.0,2023-03-12 17:49:57+00:00,-56.0,-53.0,6,2024-05-15 17:50:00,True,651.0,659.0,-8.0,perfect
498120,2023-03-12,4661,4600.0,O,Gvc,V,2023-03-12 15:49:00+00:00,2023-03-12 15:49:18+00:00,18.0,1,4644,1,0,SNG,9.0,1.0,2023-03-12 15:48:04+00:00,480.0,442.0,2023-03-12 15:49:18+00:00,-56.0,-74.0,6,2024-05-15 15:49:00,True,522.0,484.0,38.0,perfect
498180,2023-03-12,4662,4600.0,E,Almo,V,2023-03-12 18:20:00+00:00,2023-03-12 18:20:06+00:00,6.0,1,4663,0,0,SLT,10.0,0.0,2023-03-12 18:19:04+00:00,588.0,621.0,2023-03-12 18:20:06+00:00,-56.0,-62.0,6,2024-05-15 18:20:00,True,642.0,675.0,-33.0,perfect
498388,2023-03-12,4666,4600.0,E,Almo,V,2023-03-12 19:20:00+00:00,2023-03-12 19:20:04+00:00,4.0,1,4667,0,0,SNG,9.0,0.0,2023-03-12 19:19:04+00:00,588.0,599.0,2023-03-12 19:20:04+00:00,-56.0,-60.0,6,2024-05-15 19:20:00,True,644.0,655.0,-11.0,perfect
498432,2023-03-12,4667,4600.0,O,Gvc,V,2023-03-12 17:19:00+00:00,2023-03-12 17:19:08+00:00,8.0,1,4650,0,0,SNG,9.0,1.0,2023-03-12 17:18:09+00:00,480.0,371.0,2023-03-12 17:19:08+00:00,-51.0,-59.0,6,2024-05-15 17:19:00,True,532.0,423.0,109.0,too late
498492,2023-03-12,4668,4600.0,E,Almo,V,2023-03-12 19:50:00+00:00,2023-03-12 19:59:19+00:00,559.0,1,4669,0,0,SNG,9.0,0.0,2023-03-12 19:49:03+00:00,588.0,1035.0,2023-03-12 19:59:19+00:00,-57.0,-616.0,6,2024-05-15 19:50:00,True,89.0,536.0,-447.0,too early
498536,2023-03-12,4669,4600.0,O,Gvc,V,2023-03-12 17:49:00+00:00,2023-03-12 17:49:15+00:00,15.0,1,4652,0,0,SNG,9.0,1.0,2023-03-12 17:48:09+00:00,480.0,494.0,2023-03-12 17:49:15+00:00,-51.0,-66.0,6,2024-05-15 17:49:00,True,525.0,539.0,-14.0,perfect
498801,2023-03-12,4674,4600.0,E,Almo,V,2023-03-12 21:20:00+00:00,2023-03-12 21:19:58+00:00,-2.0,1,4675,0,0,SNG,6.0,0.0,2023-03-12 21:19:03+00:00,588.0,577.0,2023-03-12 21:19:58+00:00,-57.0,-55.0,6,2024-05-15 21:20:00,True,650.0,639.0,11.0,perfect
498846,2023-03-12,4675,4600.0,O,Gvc,V,2023-03-12 19:19:00+00:00,2023-03-12 19:19:43+00:00,43.0,1,4658,0,1,SNG,6.0,1.0,2023-03-12 19:18:10+00:00,480.0,401.0,2023-03-12 19:19:43+00:00,-50.0,-93.0,6,2024-05-15 19:19:00,True,497.0,418.0,79.0,too late
499009,2023-03-12,4678,4600.0,E,Almo,V,2023-03-12 22:20:00+00:00,2023-03-12 22:20:09+00:00,9.0,1,4679,0,0,SLT,10.0,0.0,2023-03-12 22:19:03+00:00,588.0,553.0,2023-03-12 22:20:09+00:00,-57.0,-66.0,6,2024-05-15 22:20:00,True,639.0,604.0,35.0,perfect
499114,2023-03-12,4680,4600.0,E,Almo,V,2023-03-12 22:50:00+00:00,2023-03-12 22:51:24+00:00,84.0,1,4681,0,0,SLT,10.0,0.0,2023-03-12 22:49:03+00:00,588.0,605.0,2023-03-12 22:51:24+00:00,-57.0,-141.0,6,2024-05-15 22:50:00,True,564.0,581.0,-17.0,perfect
499218,2023-03-12,4682,4600.0,E,Almo,V,2023-03-12 23:20:00+00:00,2023-03-12 23:19:50+00:00,-10.0,1,4683,0,0,SNG,9.0,0.0,2023-03-12 23:18:40+00:00,588.0,583.0,2023-03-12 23:19:50+00:00,-80.0,-70.0,6,2024-05-15 23:20:00,True,658.0,653.0,5.0,perfect
499321,2023-03-12,4684,4600.0,E,Almo,V,2023-03-12 23:50:00+00:00,2023-03-12 23:50:23+00:00,23.0,1,4685,0,0,SNG,6.0,1.0,2023-03-12 23:49:04+00:00,588.0,615.0,2023-03-12 23:50:23+00:00,-56.0,-79.0,6,2024-05-15 23:50:00,True,625.0,652.0,-27.0,perfect
499350,2023-03-12,4685,4600.0,O,Gvc,V,2023-03-12 21:49:00+00:00,2023-03-12 21:49:29+00:00,29.0,1,4668,0,1,SNG,6.0,1.0,2023-03-12 21:48:09+00:00,480.0,387.0,2023-03-12 21:49:29+00:00,-51.0,-80.0,6,2024-05-15 21:49:00,True,511.0,418.0,93.0,too late
499430,2023-03-12,4687,4600.0,O,Gvc,V,2023-03-12 22:19:00+00:00,2023-03-12 22:19:16+00:00,16.0,1,4670,0,0,SNG,9.0,1.0,2023-03-12 22:18:09+00:00,480.0,514.0,2023-03-12 22:19:16+00:00,-51.0,-67.0,6,2024-05-15 22:19:00,True,524.0,558.0,-34.0,perfect
499476,2023-03-12,4688,4600.0,E,Zl,V,2023-03-13 00:07:00+00:00,2023-03-13 00:06:57+00:00,-3.0,1,704683,0,0,SNG,3.0,0.0,2023-03-13 00:06:15+00:00,780.0,839.0,2023-03-13 00:06:57+00:00,-45.0,-42.0,0,2024-05-15 00:07:00,True,843.0,902.0,-59.0,perfect
499577,2023-03-12,4693,4600.0,O,Gvc,V,2023-03-12 23:49:00+00:00,2023-03-12 23:49:17+00:00,17.0,1,4676,0,0,SNG,6.0,1.0,2023-03-12 23:48:09+00:00,480.0,482.0,2023-03-12 23:49:17+00:00,-51.0,-68.0,6,2024-05-15 23:49:00,True,523.0,525.0,-2.0,perfect
499773,2023-03-12,4822,4800.0,E,Hn,V,2023-03-12 09:06:00+00:00,2023-03-12 09:06:21+00:00,21.0,1,4827,0,0,SLT,6.0,1.0,2023-03-12 09:05:38+00:00,720.0,694.0,2023-03-12 09:06:21+00:00,-22.0,-43.0,6,2024-05-15 09:06:00,True,759.0,733.0,26.0,perfect
499837,2023-03-12,4824,4800.0,E,Hn,V,2023-03-12 09:36:00+00:00,2023-03-12 09:36:25+00:00,25.0,1,4829,0,0,SLT,6.0,0.0,2023-03-12 09:36:00+00:00,720.0,734.0,2023-03-12 09:36:25+00:00,0.0,-25.0,6,2024-05-15 09:36:00,True,755.0,769.0,-14.0,perfect
499873,2023-03-12,4826,4800.0,E,Hn,V,2023-03-12 10:06:00+00:00,2023-03-12 10:06:15+00:00,15.0,1,4831,0,0,SLT,6.0,0.0,2023-03-12 10:05:44+00:00,720.0,716.0,2023-03-12 10:06:15+00:00,-16.0,-31.0,6,2024-05-15 10:06:00,True,765.0,761.0,4.0,perfect
499909,2023-03-12,4827,4800.0,O,Asd,V,2023-03-12 07:26:00+00:00,2023-03-12 07:26:29+00:00,29.0,1,4806,0,0,SLT,6.0,1.0,2023-03-12 07:25:14+00:00,3000.0,3020.0,2023-03-12 07:26:29+00:00,-46.0,-75.0,6,2024-05-15 07:26:00,True,3031.0,3051.0,-20.0,perfect
499945,2023-03-12,4828,4800.0,E,Hn,V,2023-03-12 10:36:00+00:00,2023-03-12 10:36:20+00:00,20.0,1,4833,0,0,SLT,6.0,1.0,2023-03-12 10:35:53+00:00,720.0,770.0,2023-03-12 10:36:20+00:00,-7.0,-27.0,6,2024-05-15 10:36:00,True,760.0,810.0,-50.0,perfect
499981,2023-03-12,4829,4800.0,O,Asd,V,2023-03-12 07:56:00+00:00,2023-03-12 07:55:45+00:00,-15.0,1,4810,0,0,SLT,6.0,0.0,2023-03-12 07:55:15+00:00,1200.0,1201.0,2023-03-12 07:55:45+00:00,-45.0,-30.0,6,2024-05-15 07:56:00,True,1275.0,1276.0,-1.0,perfect
500017,2023-03-12,4830,4800.0,E,Hn,V,2023-03-12 11:06:00+00:00,2023-03-12 11:05:51+00:00,-9.0,1,4835,0,0,SLT,6.0,0.0,2023-03-12 11:05:32+00:00,720.0,703.0,2023-03-12 11:05:51+00:00,-28.0,-19.0,6,2024-05-15 11:06:00,True,789.0,772.0,17.0,perfect
500053,2023-03-12,4831,4800.0,O,Asd,V,2023-03-12 08:26:00+00:00,2023-03-12 08:26:05+00:00,5.0,1,4812,0,0,SLT,6.0,1.0,2023-03-12 08:25:15+00:00,1200.0,1210.0,2023-03-12 08:26:05+00:00,-45.0,-50.0,6,2024-05-15 08:26:00,True,1255.0,1265.0,-10.0,perfect
500161,2023-03-12,4834,4800.0,E,Hn,V,2023-03-12 12:06:00+00:00,2023-03-12 12:06:04+00:00,4.0,1,4839,0,0,SLT,6.0,1.0,2023-03-12 12:05:28+00:00,720.0,712.0,2023-03-12 12:06:04+00:00,-32.0,-36.0,6,2024-05-15 12:06:00,True,776.0,768.0,8.0,perfect
500197,2023-03-12,4835,4800.0,O,Asd,V,2023-03-12 09:26:00+00:00,2023-03-12 09:27:04+00:00,64.0,1,4816,0,0,SLT,6.0,1.0,2023-03-12 09:25:21+00:00,1200.0,1251.0,2023-03-12 09:27:04+00:00,-39.0,-103.0,6,2024-05-15 09:26:00,True,1196.0,1247.0,-51.0,perfect
500233,2023-03-12,4836,4800.0,E,Hn,V,2023-03-12 12:36:00+00:00,2023-03-12 12:36:00+00:00,0.0,1,4841,0,0,SLT,6.0,1.0,2023-03-12 12:35:34+00:00,720.0,653.0,2023-03-12 12:36:00+00:00,-26.0,-26.0,6,2024-05-15 12:36:00,True,780.0,713.0,67.0,too late
500413,2023-03-12,4841,4800.0,O,Asd,V,2023-03-12 10:56:00+00:00,2023-03-12 10:56:03+00:00,3.0,1,4822,0,0,SLT,6.0,0.0,2023-03-12 10:55:15+00:00,1200.0,1172.0,2023-03-12 10:56:03+00:00,-45.0,-48.0,6,2024-05-15 10:56:00,True,1257.0,1229.0,28.0,perfect
500485,2023-03-12,4843,4800.0,O,Asd,V,2023-03-12 11:26:00+00:00,2023-03-12 11:26:28+00:00,28.0,1,4824,0,0,SLT,6.0,0.0,2023-03-12 11:25:39+00:00,1200.0,1238.0,2023-03-12 11:26:28+00:00,-21.0,-49.0,6,2024-05-15 11:26:00,True,1232.0,1270.0,-38.0,perfect
500593,2023-03-12,4846,4800.0,E,Hn,V,2023-03-12 15:06:00+00:00,2023-03-12 15:06:24+00:00,24.0,1,4851,1,0,SLT,10.0,1.0,2023-03-12 15:06:00+00:00,720.0,629.0,2023-03-12 15:06:24+00:00,0.0,-24.0,6,2024-05-15 15:06:00,True,756.0,665.0,91.0,too late
500629,2023-03-12,4847,4800.0,O,Asd,V,2023-03-12 12:26:00+00:00,2023-03-12 12:26:23+00:00,23.0,1,4828,0,0,SLT,6.0,0.0,2023-03-12 12:25:04+00:00,1200.0,1078.0,2023-03-12 12:26:23+00:00,-56.0,-79.0,6,2024-05-15 12:26:00,True,1237.0,1115.0,122.0,too late
500665,2023-03-12,4848,4800.0,E,Hn,V,2023-03-12 15:36:00+00:00,2023-03-12 15:36:01+00:00,1.0,1,4853,1,0,SLT,10.0,1.0,2023-03-12 15:35:29+00:00,690.0,678.0,2023-03-12 15:36:01+00:00,-31.0,-32.0,6,2024-05-15 15:36:00,True,749.0,737.0,12.0,perfect
500701,2023-03-12,4849,4800.0,O,Asd,V,2023-03-12 12:56:00+00:00,2023-03-12 12:56:06+00:00,6.0,1,4830,0,0,SLT,6.0,1.0,2023-03-12 12:55:15+00:00,1200.0,1174.0,2023-03-12 12:56:06+00:00,-45.0,-51.0,6,2024-05-15 12:56:00,True,1254.0,1228.0,26.0,perfect
500737,2023-03-12,4850,4800.0,E,Hn,V,2023-03-12 16:06:00+00:00,2023-03-12 16:06:09+00:00,9.0,1,4855,0,0,SLT,6.0,1.0,2023-03-12 16:05:39+00:00,720.0,747.0,2023-03-12 16:06:09+00:00,-21.0,-30.0,6,2024-05-15 16:06:00,True,771.0,798.0,-27.0,perfect
